sum0,sum1
659537,-401523
-662073,-749799
-175021,-576355
287126,-962325
-254449,-490454
-607123,391034
-425682,233735
-998953,612106
-95846,-465797
643474,837935
-559625,-892475
319699,282828
800581,-618407
794117,-137613
175830,722808
704875,-263111
-236719,878550
386414,-199212
-729845,-403131
-699675,-636922
718670,785858
327017,460794
-595798,-534243
-393837,-976269
-831529,-113435
-197993,447375
153350,876782
-892526,-381255
185445,173969
-325090,25648
-942715,676081
567847,-365806
-699246,819889
-611271,-449222
-94030,-747341
236234,-976305
-716487,110421
388241,887576
110741,-123635
-900203,-968862
-290129,853638
-206706,60683
-734415,-373757
648323,-730540
434664,468488
881121,-567032
-788922,757217
289597,-750328
391696,-940618
389757,-992160
-576163,-96465
-553379,-674149
-699021,957399
-50359,885991
-469661,252446
545836,-803382
-790170,747920
349967,-82520
182415,-347150
-271169,-66511
-996882,-272780
580268,-622703
492166,560019
600310,851518
-414262,266937
-758099,970166
-88370,51482
-803103,-801255
97357,656719
234235,-62135
834095,-880192
-84685,-515935
146813,889632
245288,64344
-572043,895667
-770009,-179690
835976,-101678
-589126,-771037
269089,865690
833668,-520167
455458,-916851
-267709,-819951
273010,-497841
-240762,178370
25069,445821
-696152,-265762
-84040,-970424
677922,33063
-404754,494236
465747,863844
675458,304841
229203,217456
755406,-51863
-938511,818530
969904,-684446
-606424,42497
-155343,956521
791546,-747919
368078,-707846
-571595,-385594
-412011,900390
-236279,-57065
562643,456764
156394,-417
-88465,277710
565987,-793078
213009,-259927
-387563,-31208
347230,-104771
626995,186215
-293091,582581
-803750,37363
338232,-703763
910517,654663
-121802,647695
-888353,-537293
-522941,343101
914879,442592
-940154,978737
155976,41023
-210812,-582969
410133,-546102
-428367,1347
-869171,-50965
-311710,353735
-759143,-309260
403863,-267247
-700454,-315058
481310,-238847
-389525,-925239
-490947,-639881
-656068,-648460
-963098,787579
243663,-239775
-514062,-443283
41970,967316
66117,714135
-919614,343227
107754,738926
-73082,-868232
-134775,564548
394897,290395
440843,-372190
-476590,441879
510538,82420
149859,-248318
8179,-770953
-758042,358414
295736,401646
-396667,-545559
-390271,-936039
-328953,-952454
600500,-148039
666647,-294694
-55961,665367
-497651,399972
612327,-23281
-308299,-791155
351913,442927
53322,-845651
127575,36319
636380,203811
946045,986447
-52719,-287337
868698,-946649
-898694,-142364
-775028,-940811
834368,-582256
-715147,-593813
-629225,681811
-84438,-626689
-688249,805926
260400,-403726
638080,-669318
-939662,200974
-59745,9607
-124103,-564685
-289121,188305
-587306,-428119
-185453,580109
-311891,422298
-520260,-84856
434902,-693839
573636,449475
146910,820091
67702,631920
-878967,117374
492424,759118
-857735,-345481
-692724,895729
-365001,-527368
-80012,-432996
-521299,-600737
-401089,-690104
530381,588619
397670,-891718
-857086,-27453
877922,62455
485686,-312827
545018,570724
895617,3883
537482,-177403
-485015,213785
209006,-378724
-337620,71754
-407071,553277
71451,540205
-762539,731561
-673920,623092
70361,904863
704390,960017
-766742,-224648
-416475,160584
-831513,750234
-276747,-820749
-45457,707580
68844,679725
388231,975399
-40638,-381345
-781724,708584
-190686,-87467
631816,-471351
-394569,-617966
512896,406514
-898430,-875587
674997,597774
806784,-861884
-262212,867668
376113,418184
-926520,-943818
897095,-782655
-627647,311313
888976,667549
-638667,158343
325371,-474752
742774,804647
-412429,-666920
61949,358856
862768,-262138
-825868,623895
-219106,911628
711119,-223463
-713166,-106813
-39733,-26895
34261,-320562
813110,-378580
847860,-26672
281553,-462387
2078,-53609
421340,318186
-171278,-408893
-513384,-608134
-101567,468298
-984513,-612659
-308384,-312967
-490673,-576252
-983453,-501312
754227,236344
967988,322426
290884,626412
-137400,-565277
553527,416586
-257474,904030
-362080,-476834
61053,442167
-683859,-53444
660000,335616
960405,926785
684892,194849
141150,171756
-888578,-453653
-835230,-770308
-720345,-200365
-612528,-571899
-724001,-51005
189179,-339891
-887591,79241
136359,-373348
-29758,-562992
-204471,306008
731051,-536132
713722,-717499
-457109,-591020
66754,869113
741068,-754613
-683564,689089
827469,607320
-581785,804220
-322554,-352609
-977344,-909841
313494,-34170
-33363,590529
-739821,-383491
997115,-134786
224853,-682462
758203,544386
-932629,-672326
602847,452200
-990354,-597012
242635,859443
732822,-473739
696304,-318247
686649,258344
-686850,-508625
-443687,-11747
506757,-773505
827283,416619
-746134,-804058
-863469,-440431
-662937,-832886
504832,623776
-96023,34167
-550460,115726
520021,-874153
-50791,-456497
-678801,-603359
585399,-879764
-611480,780954
-152089,207142
930718,-26019
858018,671582
483394,568214
-450675,-156798
769332,-822019
-802879,-923207
53734,-646490
54710,921123
-150699,486622
-563029,150941
-33724,698104
817597,595762
628714,-627319
713278,657141
-216491,-978356
-455601,849828
658081,534466
220080,-622829
558975,532773
-755441,16388
-608614,489010
428431,-266752
-763969,327110
988038,-406202
620621,720702
-784787,-803685
-382478,-103889
609447,231192
-594240,109574
-280463,776553
361782,920600
-511874,302799
583711,-874676
-969024,-328602
-386905,417501
608535,-597693
663503,-185916
-692245,-986164
454978,666206
645560,285368
-234686,-714766
997479,617751
628302,-863706
57976,794008
-814478,-668515
-686133,605012
-319239,411730
-471544,-979664
-647472,-354810
114140,-710708
384853,532019
-455110,-772305
-42517,-826465
214663,588534
-644952,-625148
-427526,418458
557014,271030
-544012,489770
-235732,120132
558728,-255836
-203983,497426
-587857,-800740
-765560,-301053
-438120,247344
620877,-819919
654582,903519
286021,289063
-965791,-324469
86790,605434
-866922,-145351
285274,-59946
113010,-519870
-167528,-556170
957384,-120866
172576,373367
-579800,-482478
113418,666242
-868274,339433
-210096,-32214
98400,-211852
379576,591401
-522647,-725349
22218,-132155
-61241,666983
282590,843193
152193,256180
-978210,325150
-168116,397462
46138,941181
-238318,-396669
-962145,-496426
627193,80932
870396,-910952
557562,-371414
94199,-214316
-731512,-948532
-844530,-840622
342784,843147
-524584,247229
456439,692263
-461971,141969
-533910,619845
161085,-562525
-927134,-795654
337819,-744243
704431,-667890
68663,-196878
-10303,-995160
-552191,-460287
-438718,-168697
-550356,-5842
-758004,261665
995034,476994
-354017,-900357
-404935,181199
82318,-441123
-416958,482489
103224,85831
-133982,805149
-966950,-217606
-597746,248595
-943121,106994
-883939,-588378
501319,-726421
-543974,843037
800383,717123
-189364,428811
757223,300646
-932755,320369
-574139,145544
-666232,760275
-307552,31105
437188,-188466
914924,-447104
294288,505660
167358,-783543
-241758,-315622
825140,224622
-316374,419366
887269,295781
901539,57564
-24903,465573
-744432,9091
-613485,-784072
-592672,93916
-126484,-249991
532557,-16339
771339,840732
-749337,796544
-774920,-642839
890958,213522
915266,626795
-867125,298961
-901242,790128
-502802,-979924
-360477,-274128
-685122,539547
-483551,861257
780680,699155
594346,-337507
861719,915350
316599,-207034
-504354,150541
981472,396447
903578,-284453
178223,122350
578308,-624991
-277315,214342
376098,544328
210018,450271
-153376,-485775
117078,569323
600316,-40465
583639,544345
842019,254468
888445,-721453
251671,-483922
711286,390306
805364,-874739
-585442,107112
-131039,757074
-176231,951688
740576,797561
239346,-573288
319307,-513720
-462079,-874557
920624,-990361
-200978,71719
-635710,12403
96811,688045
658146,650303
656362,70807
226028,131754
-418339,-666366
640200,643476
863993,116223
-399772,915841
553610,338641
-107637,-553548
558020,-448473
973756,-864390
90610,-463576
-637954,-422396
-383459,867464
-697208,499976
331636,877953
874362,-991848
-111706,-775793
-798963,-662576
33376,779216
90800,-11971
-54811,-330031
-427330,-72247
-173683,-379640
-469277,-209095
744675,713374
811379,847837
688328,339153
-248898,413991
-679400,-13974
378132,-70223
-42865,641122
-495205,481235
-764341,-8122
-969956,-606919
23778,-239427
985879,-106840
-319019,635401
203769,-7124
924958,-349000
-17906,831739
572411,-167192
-321312,-688294
-450641,-657878
-748225,-720739
33640,-368075
-450763,-224648
853440,995310
-803914,539069
521041,-873475
-960085,-355291
-52721,847688
-201406,-778861
126979,-392696
841475,205618
-243102,83838
-628542,-571773
610756,-277150
376624,506009
994788,-557091
526833,-633027
638622,111340
-771034,-678919
958930,665325
225458,129250
320914,677116
-816340,15867
-689615,-345808
691186,-676930
16196,67955
954591,888428
-67602,-882157
790290,-538645
-593482,839424
417802,442145
-199875,-66313
681673,-184353
-954017,276200
298307,-156035
667741,200733
-942254,171125
-900981,569081
-95315,-524763
-527624,819630
-417677,-933579
999505,-416604
245704,969122
-506359,-180358
-977498,654360
2231,-597035
444972,-437077
-449581,-687126
-274056,-758341
-470827,816642
846150,182087
164358,15273
467813,968098
-725390,656988
-429083,-188817
-774471,657013
9387,-180174
829653,-684220
-139216,583786
133877,-186353
684937,-672485
-667759,-364222
-607667,863401
-955759,222859
343798,-118951
-371319,737219
676867,-886798
513801,-769896
-688538,354949
-73008,772425
13488,332982
12808,-138801
-129584,800539
-664370,-126242
-774461,-885805
622856,508709
-66466,-117597
-302746,-692780
434864,-915219
-581834,616411
547480,593667
460972,-269509
607176,817507
-382924,726219
-560964,-372936
653227,-946686
949742,387816
760748,-742925
651829,-733744
616656,-121455
766145,420998
990453,31310
-803045,-80387
-474986,330877
699659,947470
-715407,-760054
-797180,-439302
-725283,289928
-124137,874207
2614,-109903
-860825,120384
-922292,-591298
883109,-268001
325782,-861466
-139640,-595336
193342,-967138
939755,-594968
-800011,-507866
-59391,-978633
331423,912666
718703,209377
-399940,-461828
-857366,67875
47460,-685221
-912075,767170
927627,-966429
-269844,258522
-349643,607542
-204923,-142473
655919,978178
789020,-920258
-509542,-670138
-184094,96150
249189,-435051
77191,297130
541662,-402649
-575647,-975482
629746,-725116
221455,446229
-421361,-415123
480222,-820728
-448959,28881
648552,467865
451,191181
-954257,-967159
-148933,470169
-356129,665973
622775,391423
235562,-22911
152733,-75908
-704684,-979104
-746019,243983
537069,-487475
871607,393820
-855551,-670220
153577,-358464
590543,722790
-452953,169869
-939182,880136
-28546,-548671
631053,325130
-171200,-481180
-492324,-744675
-152625,931101
-74511,533299
-166729,-108248
-115941,370377
5299,794981
446750,-818961
801197,-252760
323380,-830888
-112076,633007
-116843,802157
-623600,689087
-596063,-55262
-948718,-459519
901215,-414622
-922341,512191
885118,854853
-832840,-941239
-690695,-813363
512788,-178229
957433,249498
-112135,-512604
-33005,569799
-401265,115531
-837200,80333
-365739,733781
-51038,2762
-314714,882760
617104,-529870
195415,-292913
508997,555567
-814349,-687856
-498142,348511
140317,543347
-116353,355560
-337758,-493067
730188,-580869
842307,298441
-873769,-506592
-713563,833709
-932668,408946
-326317,660422
-685897,-907080
-464514,614604
-6852,220921
734731,-506247
-762426,746124
979655,-473359
732712,804624
816745,645037
-570189,401641
51140,1475
673539,444067
777032,-256751
563606,-708220
-455888,724158
154602,949672
649675,-482667
510637,-401979
-634333,-347560
529532,496602
201698,332195
715981,189626
-32904,282042
899342,24772
-150155,-635107
737664,598366
507010,9771
919351,-252713
907391,557817
-283274,924037
263131,-883247
880341,219581
-231585,3449
-65520,941387
-455177,-840222
-108750,939938
-836877,-512609
-805911,54362
-279345,938208
695159,-723379
611307,-311531
-378181,-175295
461281,683003
-467359,178903
-828521,45452
-294608,924403
-227126,349045
245651,-850413
-586544,814576
-126909,-71927
733044,771993
-907859,-29163
883223,771835
-897239,779081
-914210,-946833
776920,-220461
771174,811034
707243,-245959
-846812,851821
-197832,-159906
-983205,361102
559114,845798
484296,403951
-108033,87573
-789547,-957331
-517986,-571860
413718,-194872
98196,-714821
985670,540750
662402,-750949
-364090,339928
-70797,455896
640508,-586476
516895,33498
799096,-389320
-252296,841020
784498,737616
912497,747333
-967582,-12593
-15077,-543814
-509098,820644
79212,-705526
-903940,281780
-996185,79282
337074,407285
443477,487784
-120206,-914469
-968317,-523666
951154,481165
-977091,62614
238631,-94856
-431027,-200307
-936541,-9831
780337,825575
-585403,132958
-962430,541163
-307564,-374405
-239501,-436709
687075,-174954
-523135,854848
379971,-66670
-315328,-120731
656243,518084
423416,635345
549327,959253
364265,516331
-286083,-943793
504589,-444233
286034,-211342
